Id,Episode,EpisodeLength,Score,CumulativeReward,CauseOfTermination,EpisodeDuration,TrainLossMin,TrainLossMax,TrainLossMean
0,0,114,3,-7.9999999999999885,EpisodeTruncated,4.830213,0.0,0.0,0.0
0,1,49,0,-4.799999999999999,EpisodeTruncated,1.030677,0.0,0.0,0.0
0,2,130,3,-9.59999999999998,EpisodeTruncated,4.101821,0.0,0.0,0.0
0,3,138,13,0.500000000000012,Win,6.147161,0.0,0.0,0.0
0,4,96,1,-8.399999999999986,EpisodeTruncated,2.944222,0.0,0.0,0.0
0,5,112,4,-6.699999999999994,EpisodeTruncated,5.124045,0.0,0.0,0.0
0,6,124,13,1.8999999999999995,Win,6.826186,0.0,0.0,0.0
0,7,156,13,-1.2999999999999692,Win,8.092689,0.0,0.0,0.0
0,8,127,13,1.6000000000000165,Win,7.053396,0.0,0.0,0.0
0,9,129,13,1.400000000000008,Win,7.108112,0.0,0.0,0.0
0,10,160,3,-12.599999999999966,EpisodeTruncated,6.896398,0.0,0.0,0.0
0,11,128,13,1.4999999999999964,Win,8.594211,0.0,0.0,0.0
0,12,159,13,-1.5999999999999766,Win,9.165927,0.0,0.0,0.0
0,13,64,13,7.9,Win,3.525681,0.0,0.0,0.0
0,14,218,4,-17.29999999999997,EpisodeTruncated,9.64794,0.0,0.0,0.0
0,15,202,9,-10.199999999999987,EpisodeTruncated,10.365875,0.0,0.0,0.0
0,16,136,13,0.6999999999999948,Win,6.535445,0.0,0.0,0.0
0,17,96,13,4.699999999999998,Win,7.270202,0.0,0.0,0.0
0,18,103,13,3.999999999999998,Win,5.065212,0.0,0.0,0.0
0,19,79,13,6.399999999999999,Win,4.120091,0.0,0.0,0.0
0,20,105,13,3.7999999999999994,Win,4.846919,0.0,0.0,0.0
0,21,140,13,0.29999999999999893,Win,5.243517,0.0,0.0,0.0
0,22,108,13,3.4999999999999964,Win,4.792734,0.0,0.0,0.0
0,23,58,13,8.5,Win,3.837227,0.0,0.0,0.0
0,24,100,13,4.299999999999997,Win,4.398618,0.0,1.7802742531704767,1.346086954907694
0,25,56,13,8.7,Win,4.37334,0.0,1.3085507587260985,1.1334885216328416
0,26,109,13,3.4,Win,9.701856,0.0,1.0714405484579943,0.9044835556213858
0,27,74,13,6.9,Win,5.459279,0.0,0.9137998787559556,0.7869159363268531
0,28,60,13,8.300000000000006,Win,4.991817,0.0,0.8694237099326274,0.7374225144955097
0,29,57,13,8.6,Win,4.347481,0.0,0.8490326563493494,0.7280778989096894
0,30,57,13,8.6,Win,4.441843,0.0,0.8142975217744474,0.7031391560716593
0,31,74,13,6.899999999999997,Win,4.060529,0.0,0.8388698870140581,0.7066740327858447
0,32,75,13,6.799999999999997,Win,4.100854,0.0,0.8122140069978353,0.6837902894261072
0,33,60,13,8.3,Win,4.31021,0.0,0.8011937401865317,0.6689538905663612
0,34,108,13,3.499999999999997,Win,5.555603,0.0,0.8516342207165156,0.6559028574953649
0,35,56,13,8.700000000000006,Win,3.680979,0.0,0.7758958484688568,0.6489444666847709
0,36,50,13,9.300000000000002,Win,3.438102,0.0,0.7605018100699938,0.6349406210387841
0,37,77,13,6.599999999999996,Win,2.955024,0.0,0.7583565668174763,0.6304839288589328
0,38,60,13,8.300000000000002,Win,4.018356,0.0,0.7408385115483073,0.6280749512563849
0,39,42,13,10.100000000000001,Win,2.489129,0.0,0.7558023246601182,0.6255206363950142
0,40,42,13,10.100000000000001,Win,2.239108,0.0,0.7154337404140255,0.6166131380990705
0,41,50,13,9.300000000000002,Win,2.824886,0.0,0.708677992238602,0.6085472247254553
0,42,37,13,10.6,Win,2.889862,0.0,0.7374477203336787,0.6017118040165517
0,43,87,13,5.6,Win,4.872665,0.0,0.7021604202351786,0.58864736961221
0,44,48,13,9.500000000000002,Win,3.095382,0.0,0.700451209771336,0.5840432286860271
0,45,55,13,8.800000000000002,Win,2.69165,0.0,0.7303773047361194,0.5807089508672163
0,46,44,13,9.9,Win,2.599726,0.0,0.7328550428447972,0.5797837429967718
0,47,53,13,9.0,Win,4.132741,0.0,0.6945436592316508,0.5718121240026971
0,48,63,13,8.000000000000004,Win,4.491905,0.0,0.685931939788659,0.5642120028450706
0,49,40,13,10.300000000000002,Win,2.157813,0.0,0.675304154867258,0.5620345807591461
0,50,43,13,10.0,Win,3.124561,0.0,0.6837474753502109,0.5451525232627167
0,51,48,13,9.5,Win,3.209033,0.0,0.6560734809104695,0.5546413892833779
0,52,48,13,9.5,Win,4.073857,0.0,0.681627045521027,0.557079128543639
0,53,69,13,7.4,Win,3.973934,0.0,0.6813062384145792,0.5456354803257287
0,54,39,13,10.400000000000004,Win,2.955135,0.0,0.685467002187136,0.5343033692455693
0,55,47,13,9.6,Win,2.738382,0.0,0.7303372366636898,0.5317940848053095
0,56,55,13,8.800000000000004,Win,3.53143,0.0,0.7047623585599542,0.5343817572612058
0,57,51,13,9.200000000000001,Win,2.393889,0.0,0.6340410603940541,0.5206145712408197
0,58,45,13,9.800000000000002,Win,2.862495,0.0,0.6835677297297093,0.5129053578571819
0,59,66,13,7.700000000000001,Win,2.962198,0.0,0.6270816710264892,0.5142896399575055
0,60,41,13,10.200000000000001,Win,3.342929,0.0,0.5970909058118415,0.5071966686591075
0,61,57,13,8.60000000000001,Win,3.47984,0.0,0.6079468365665036,0.5000991223424273
0,62,47,13,9.600000000000001,Win,2.953734,0.0,0.6389542909381578,0.5027491852722415
0,63,32,13,11.100000000000005,Win,2.106917,0.0,0.6120712144174125,0.4978454795397312
0,64,55,13,8.8,Win,2.432108,0.0,0.6445641620867256,0.4968724180116003
0,65,41,13,10.200000000000001,Win,1.909911,0.0,0.5926676789994503,0.48976968904145296
0,66,73,13,6.9999999999999964,Win,4.312883,0.0,0.6188522137848926,0.4834655300030391
0,67,84,13,5.899999999999998,Win,5.920684,0.0,0.5957526166966165,0.48034101076695274
